68	6
70	6
71	6
74	6
75	6
65	7
66	7
67	7
68	7
69	7
70	7
71	7
72	7
73	7
74	7
75	7
76	7
77	7
63	8
64	8
65	8
66	8
67	8
68	8
69	8
70	8
71	8
72	8
73	8
74	8
75	8
76	8
77	8
78	8
79	8
80	8
59	9
60	9
61	9
62	9
63	9
64	9
65	9
66	9
67	9
68	9
69	9
70	9
71	9
72	9
73	9
74	9
75	9
76	9
77	9
78	9
79	9
80	9
81	9
58	10
59	10
60	10
61	10
62	10
63	10
64	10
65	10
66	10
67	10
68	10
69	10
70	10
71	10
72	10
73	10
74	10
75	10
76	10
77	10
78	10
79	10
80	10
81	10
82	10
83	10
85	10
55	11
56	11
57	11
58	11
59	11
60	11
61	11
62	11
63	11
64	11
65	11
66	11
67	11
68	11
69	11
70	11
71	11
72	11
73	11
74	11
75	11
76	11
77	11
78	11
79	11
80	11
81	11
82	11
83	11
84	11
85	11
89	11
53	12
54	12
55	12
56	12
57	12
58	12
59	12
60	12
61	12
62	12
63	12
64	12
65	12
66	12
67	12
68	12
69	12
70	12
71	12
72	12
73	12
74	12
75	12
76	12
77	12
78	12
79	12
80	12
81	12
82	12
83	12
84	12
85	12
86	12
87	12
88	12
90	12
92	12
49	13
50	13
51	13
52	13
53	13
54	13
55	13
56	13
57	13
58	13
59	13
60	13
61	13
62	13
63	13
64	13
65	13
66	13
67	13
68	13
69	13
70	13
71	13
72	13
73	13
74	13
75	13
76	13
77	13
78	13
79	13
80	13
81	13
82	13
83	13
84	13
85	13
86	13
87	13
88	13
89	13
90	13
92	13
93	13
48	14
49	14
50	14
51	14
52	14
53	14
54	14
55	14
56	14
57	14
58	14
59	14
60	14
61	14
62	14
63	14
65	14
66	14
67	14
68	14
69	14
71	14
73	14
74	14
75	14
76	14
77	14
78	14
79	14
80	14
81	14
82	14
83	14
84	14
85	14
86	14
87	14
88	14
89	14
90	14
91	14
92	14
93	14
94	14
95	14
46	15
47	15
48	15
49	15
50	15
51	15
52	15
53	15
54	15
55	15
56	15
57	15
58	15
59	15
60	15
61	15
62	15
63	15
64	15
65	15
74	15
77	15
78	15
79	15
80	15
81	15
82	15
83	15
84	15
85	15
86	15
87	15
88	15
89	15
90	15
91	15
92	15
93	15
94	15
95	15
96	15
97	15
45	16
46	16
47	16
48	16
49	16
50	16
51	16
52	16
53	16
54	16
55	16
56	16
57	16
58	16
59	16
60	16
61	16
63	16
79	16
80	16
81	16
82	16
83	16
84	16
86	16
87	16
88	16
89	16
90	16
91	16
92	16
93	16
94	16
95	16
96	16
97	16
44	17
45	17
46	17
47	17
48	17
49	17
50	17
51	17
52	17
53	17
54	17
55	17
56	17
57	17
58	17
59	17
60	17
79	17
80	17
81	17
82	17
83	17
84	17
85	17
86	17
87	17
88	17
89	17
90	17
91	17
92	17
93	17
94	17
95	17
96	17
97	17
98	17
100	17
43	18
44	18
45	18
46	18
47	18
48	18
49	18
50	18
51	18
52	18
53	18
54	18
55	18
56	18
57	18
58	18
81	18
82	18
83	18
84	18
85	18
86	18
87	18
88	18
89	18
90	18
91	18
92	18
93	18
94	18
95	18
96	18
97	18
98	18
99	18
100	18
101	18
42	19
43	19
44	19
45	19
46	19
47	19
48	19
49	19
50	19
51	19
52	19
53	19
54	19
55	19
56	19
82	19
84	19
85	19
86	19
87	19
88	19
89	19
90	19
91	19
92	19
93	19
94	19
95	19
96	19
97	19
98	19
99	19
100	19
101	19
102	19
103	19
42	20
43	20
44	20
45	20
46	20
47	20
48	20
49	20
50	20
51	20
52	20
53	20
84	20
85	20
86	20
87	20
88	20
89	20
90	20
91	20
92	20
93	20
94	20
95	20
96	20
97	20
98	20
99	20
100	20
101	20
102	20
103	20
104	20
41	21
42	21
43	21
44	21
45	21
46	21
47	21
48	21
49	21
50	21
51	21
52	21
85	21
86	21
87	21
88	21
89	21
90	21
91	21
92	21
93	21
94	21
95	21
96	21
97	21
98	21
99	21
100	21
101	21
102	21
103	21
104	21
40	22
41	22
42	22
43	22
44	22
45	22
46	22
47	22
48	22
49	22
50	22
87	22
88	22
89	22
90	22
91	22
92	22
93	22
94	22
95	22
96	22
97	22
98	22
99	22
100	22
101	22
102	22
103	22
104	22
105	22
39	23
40	23
41	23
42	23
43	23
44	23
45	23
46	23
47	23
48	23
49	23
88	23
90	23
91	23
92	23
93	23
94	23
95	23
96	23
98	23
99	23
100	23
101	23
102	23
103	23
104	23
105	23
36	24
37	24
38	24
39	24
40	24
41	24
42	24
43	24
44	24
45	24
46	24
47	24
48	24
49	24
90	24
91	24
92	24
