49	0
64	0
65	0
89	0
48	1
72	1
49	2
62	2
64	2
69	2
70	2
73	2
91	2
93	2
95	2
53	3
55	3
58	3
60	3
62	3
66	3
67	3
68	3
69	3
70	3
83	3
86	3
88	3
95	3
52	4
53	4
54	4
59	4
62	4
63	4
66	4
67	4
69	4
71	4
79	4
85	4
92	4
49	5
50	5
59	5
67	5
69	5
70	5
75	5
79	5
80	5
89	5
98	5
48	6
53	6
54	6
63	6
66	6
72	6
77	6
79	6
80	6
82	6
91	6
92	6
93	6
96	6
97	6
48	7
50	7
54	7
62	7
63	7
64	7
65	7
67	7
74	7
76	7
78	7
80	7
89	7
92	7
98	7
49	8
58	8
66	8
68	8
69	8
71	8
73	8
74	8
78	8
79	8
80	8
81	8
84	8
86	8
89	8
91	8
92	8
93	8
94	8
96	8
98	8
99	8
100	8
50	9
53	9
55	9
61	9
64	9
67	9
68	9
70	9
71	9
73	9
74	9
76	9
81	9
82	9
83	9
84	9
85	9
86	9
87	9
88	9
91	9
92	9
95	9
97	9
98	9
100	9
49	10
50	10
51	10
57	10
61	10
63	10
65	10
67	10
68	10
71	10
76	10
79	10
80	10
81	10
82	10
83	10
86	10
87	10
88	10
92	10
93	10
94	10
95	10
96	10
97	10
98	10
51	11
57	11
63	11
68	11
69	11
70	11
71	11
72	11
73	11
76	11
77	11
79	11
80	11
81	11
82	11
83	11
91	11
94	11
95	11
97	11
98	11
99	11
100	11
28	12
30	12
53	12
61	12
67	12
68	12
69	12
71	12
72	12
74	12
76	12
79	12
81	12
82	12
87	12
88	12
90	12
91	12
94	12
95	12
97	12
98	12
99	12
100	12
102	12
103	12
105	12
23	13
24	13
28	13
29	13
34	13
53	13
57	13
58	13
60	13
62	13
63	13
65	13
68	13
71	13
76	13
79	13
80	13
81	13
82	13
83	13
84	13
85	13
88	13
89	13
90	13
91	13
97	13
100	13
102	13
20	14
21	14
22	14
27	14
29	14
32	14
34	14
35	14
54	14
57	14
62	14
66	14
68	14
70	14
71	14
73	14
75	14
76	14
77	14
78	14
79	14
80	14
81	14
82	14
83	14
85	14
86	14
87	14
89	14
94	14
96	14
98	14
99	14
100	14
101	14
103	14
106	14
18	15
23	15
24	15
30	15
58	15
61	15
62	15
63	15
64	15
66	15
67	15
68	15
70	15
75	15
77	15
79	15
80	15
82	15
83	15
84	15
85	15
86	15
87	15
88	15
91	15
92	15
94	15
96	15
98	15
99	15
100	15
101	15
102	15
17	16
18	16
19	16
20	16
23	16
25	16
27	16
29	16
31	16
32	16
36	16
37	16
66	16
67	16
74	16
76	16
77	16
78	16
79	16
81	16
84	16
85	16
86	16
87	16
89	16
90	16
92	16
93	16
94	16
98	16
99	16
108	16
17	17
27	17
28	17
29	17
30	17
32	17
65	17
67	17
68	17
70	17
72	17
73	17
81	17
85	17
86	17
88	17
90	17
91	17
92	17
93	17
94	17
95	17
96	17
98	17
99	17
100	17
109	17
14	18
16	18
19	18
20	18
26	18
28	18
30	18
32	18
34	18
35	18
39	18
62	18
63	18
65	18
71	18
73	18
74	18
76	18
79	18
81	18
82	18
85	18
86	18
87	18
89	18
90	18
91	18
93	18
96	18
97	18
98	18
100	18
101	18
103	18
104	18
105	18
14	19
19	19
22	19
24	19
25	19
26	19
27	19
29	19
30	19
38	19
66	19
72	19
73	19
79	19
80	19
81	19
82	19
86	19
87	19
88	19
89	19
90	19
91	19
94	19
96	19
97	19
98	19
99	19
100	19
102	19
106	19
107	19
18	20
19	20
21	20
24	20
25	20
27	20
28	20
29	20
30	20
31	20
33	20
34	20
39	20
66	20
72	20
73	20
76	20
79	20
80	20
81	20
85	20
87	20
89	20
90	20
91	20
92	20
93	20
94	20
95	20
101	20
104	20
106	20
107	20
108	20
109	20
13	21
16	21
20	21
22	21
25	21
28	21
30	21
31	21
35	21
41	21
65	21
68	21
70	21
71	21
76	21
78	21
81	21
82	21
83	21
84	21
85	21
86	21
87	21
88	21
89	21
90	21
91	21
92	21
93	21
94	21
95	21
96	21
97	21
98	21
99	21
100	21
105	21
18	22
19	22
21	22
22	22
24	22
27	22
28	22
31	22
35	22
37	22
38	22
40	22
41	22
42	22
66	22
67	22
68	22
72	22
73	22
74	22
75	22
77	22
79	22
80	22
81	22
82	22
83	22
84	22
85	22
87	22
88	22
90	22
92	22
93	22
94	22
95	22
97	22
98	22
99	22
101	22
102	22
103	22
104	22
107	22
108	22
7	23
12	23
16	23
17	23
21	23
23	23
24	23
25	23
26	23
30	23
32	23
33	23
39	23
40	23
43	23
68	23
70	23
74	23
77	23
81	23
85	23
86	23
87	23
88	23
89	23
90	23
91	23
94	23
95	23
96	23
97	23
98	23
99	23
101	23
102	23
103	23
104	23
107	23
9	24
14	24
15	24
18	24
19	24
27	24
28	24
29	24
31	24
33	24
37	24
71	24
72	24
76	24
78	24
84	24
85	24
87	24
88	24
89	24
92	24
93	24
94	24
95	24
96	24
98	24
99	24
100	24
103	24
105	24
106	24
107	24
108	24
109	24
9	25
12	25
17	25
19	25
21	25
22	25
23	25
24	25
25	25
26	25
27	25
28	25
31	25
33	25
34	25
36	25
40	25
71	25
74	25
77	25
82	25
83	25
84	25
85	25
87	25
90	25
92	25
93	25
95	25
96	25
98	25
99	25
100	25
102	25
103	25
104	25
106	25
108	25
9	26
13	26
15	26
16	26
19	26
21	26
22	26
27	26
28	26
29	26
31	26
33	26
36	26
37	26
39	26
75	26
79	26
80	26
82	26
84	26
88	26
89	26
90	26
91	26
92	26
97	26
98	26
99	26
102	26
103	26
104	26
106	26
108	26
109	26
110	26
6	27
10	27
11	27
14	27
15	27
18	27
19	27
21	27
22	27
23	27
26	27
29	27
30	27
32	27
33	27
34	27
44	27
73	27
75	27
76	27
77	27
78	27
79	27
80	27
81	27
